                    SOFT STORY PROPERTIES LIST (Updated Every Wednesday),,,,,,,,,,,
BLOCK,LOT,PROPERTY,NOTICE,SCREENING FORM,,OPT. EVALUATION,,IN / OUT,TIER,,
0120,008,980 GREEN ST,X,07/16/14,07/16/14,,,IN,3,Screening Form Accepted,
0120,015,1950 JONES ST,X,04/03/14,04/03/14,,,IN,3,Screening Form Accepted,
0120,001,901 UNION ST,X,08/19/14,08/19/14,08/19/14,08/19/14,OUT,,Screening Form and Optional Evaluation Form Approved,
0121,003,1931 JONES ST,X,01/24/14,01/24/14,,,IN,3,"Work Complete, CFC Issued",
0121,024,1019 UNION ST,X,08/21/14,08/21/14,,,IN,3,Permit Issued,
0121,002,1011 UNION ST,X,07/29/14,07/29/14,,,IN,3,Screening Form Accepted,
0121,011,1900 LEAVENWORTH ST,X,08/19/14,08/19/14,,,IN,3,Screening Form Accepted,
0121,012,1928 LEAVENWORTH ST,X,07/09/14,07/09/14,,,IN,3,Screening Form Accepted,
0121,008,1060 GREEN ST,X,09/14/14,09/14/14,,,IN,3,Screening Form Accepted,
0122,001,1955 LEAVENWORTH ST,X,11/25/13,11/25/13,,,IN,2,"Work Complete, CFC Issued",
0122,014,1906 HYDE ST,X,08/11/14,08/27/15,,,IN,4,   Subject to the Program,
0122,052,1907 LEAVENWORTH ST,X,10/17/14,10/20/14,,,OUT,,Not Subject to the Program,
0122,020,1930 HYDE ST,X,08/20/14,08/21/14,,,OUT,,Not Subject to the Program,
0122,029,1954 HYDE ST,X,12/19/13,12/19/13,,,IN,4,Screening Form Accepted,
0122,012,1170 GREEN ST,X,09/06/14,09/06/14,,,IN,3,Screening Form Accepted,
0122,027D,1125 UNION ST,X,04/11/14,04/11/14,,,IN,3,Screening Form Accepted,
0122,030,1164 GREEN ST,X,09/11/14,09/11/14,,,IN,3,Screening Form Accepted,
0122,036,1925 LEAVENWORTH ST,X,07/28/14,07/28/14,,,IN,2,Screening Form Accepted,
0122,027C,1129 UNION ST,X,08/11/14,08/11/14,,,IN,3,Screening Form Accepted,
0123,041,2200 LARKIN ST,X,09/10/14,09/10/14,,,IN,3,Permit Filed,
0123,046,2240 LARKIN ST,X,01/17/14,01/17/14,,,IN,3,Screening Form Accepted,
0123,062,1221 UNION ST,X,04/30/14,04/30/14,04/30/14,09/25/14,OUT,,Screening Form and Optional Evaluation Form Approved,
0124,034,1287 GREEN ST,X,06/20/14,06/20/14,,,IN,3,Permit Issued,
0124,030,2120 LARKIN ST,X,06/26/14,06/26/14,,,IN,2,Permit Filed,
0124,005,1841 HYDE ST,X,07/25/14,07/25/14,,,IN,3,"Work Complete, CFC Issued",
0124,036,1269 GREEN ST,,09/15/14,09/15/14,,,IN,3,Screening Form Accepted,
0124,002,1861 HYDE ST,X,06/09/14,06/09/14,,,IN,4,Screening Form Accepted,
0124,001,1201 GREEN ST,X,11/21/13,11/21/13,,,IN,4,Screening Form Accepted,
0124,047,1801 HYDE ST,X,02/09/14,02/13/14,,,IN,3,Screening Form Accepted,
0125,013,1812 HYDE ST,X,07/16/14,07/16/14,,,IN,3,"Work Complete, CFC Issued",
0125,014,1818 HYDE ST,X,05/15/14,05/15/14,,,IN,3,Permit Issued,
0125,011,1294 VALLEJO ST,X,05/21/14,05/21/14,,,IN,3,Permit Issued,
0125,019,1159 GREEN ST,X,09/15/14,10/02/14,,,OUT,,Not Subject to the Program,
0125,021,1111 GREEN ST,X,08/29/14,08/29/14,,,IN,3,Screening Form Accepted,
0125,005D,1815 LEAVENWORTH ST,X,03/26/14,03/26/14,,,IN,3,Screening Form Accepted,
0125,024,1181 GREEN ST,X,09/06/14,09/06/14,,,IN,4,Screening Form Accepted,
0125,007,1250 VALLEJO ST,X,01/06/14,01/06/14,,,IN,3,Screening Form Accepted,
0125,107,1845 LEAVENWORTH ST,X,09/06/14,09/06/14,,,IN,3,Screening Form Accepted,
0125,005,1825 LEAVENWORTH ST,X,05/05/14,05/05/14,,,IN,3,Screening Form Accepted,
0125,005A,1811 LEAVENWORTH ST,X,04/07/14,04/07/14,,,IN,3,Screening Form Accepted,
0125,131,1145 GREEN ST,X,12/01/15,12/01/15,,,OUT,,Not Subject to the Program,
0125,010,1274 VALLEJO ST,X,07/10/14,07/10/14,,,IN,3,Screening Form Accepted,
0125,015,1828 HYDE ST,X,09/10/14,09/10/14,,,IN,3,Screening Form Accepted,
0126,045,1800 LEAVENWORTH ST,X,07/08/14,07/08/14,,,IN,3,Screening Form Accepted,
0126,031,1097 GREEN ST,X,08/15/14,08/15/14,,,IN,3,Screening Form Accepted,
0127,024,1725 TAYLOR ST,X,08/07/14,08/14/14,,,OUT,,Not Subject to the Program,
0128,020,899 GREEN ST,X,07/11/14,07/17/14,,,OUT,,Not Subject to the Program,
0129,007,1501 POWELL ST,X,06/17/14,07/21/14,,,OUT,,Not Subject to the Program,
0129,029,755 GREEN ST,X,09/23/14,09/23/14,,,IN,3,Screening Form Accepted,
0129,017,880 VALLEJO ST,X,06/12/14,06/12/14,,,IN,3,Screening Form Accepted,
0129,001,1555 POWELL ST,X,12/16/13,12/16/13,,,IN,4,Screening Form Accepted,
0129,019,1618 MASON ST,X,07/07/14,07/07/14,,,IN,2,Screening Form Accepted,
0129,008,810 VALLEJO ST,X,07/25/14,07/25/14,,,IN,3,Screening Form Accepted,
0130,010,1401 STOCKTON ST,X,06/30/14,07/14/14,,,OUT,,Not Subject to the Program,
0130,009,1411 STOCKTON ST,X,10/07/13,10/07/13,,,IN,4,Screening Form Accepted,
0130,026,1544 POWELL ST,X,10/27/14,10/27/14,,,IN,3,Screening Form Accepted,
0130,012,2 EMERY LN,X,09/09/14,09/09/14,,,IN,4,Screening Form Accepted,
0131,001,1363 GRANT AV,X,09/03/14,09/03/14,,,IN,4,Permit Filed,
0131,026,1404 STOCKTON ST,X,08/18/14,08/20/14,,,OUT,,Not Subject to the Program,
0131,002,1345 GRANT AV,X,10/09/14,10/09/14,,,IN,4,Screening Form Accepted,
0131,024,517 GREEN ST,X,04/01/14,04/01/14,,,IN,2,Screening Form Accepted,
0131,005,1327 GRANT AV,X,11/05/13,11/05/13,,,IN,4,Screening Form Accepted,
0132,003,1223 KEARNY ST,X,12/02/13,12/02/13,,,IN,3,"Work Complete, CFC Issued",
0132,046,566 VALLEJO ST,X,05/14/14,05/14/14,,,IN,2,Permit Filed,
0132,025,22 MARGRAVE PL,X,08/07/14,07/02/15,,,OUT,,Not Subject to the Program,
0132,047,20 SAN ANTONIO PL,X,04/10/14,04/17/14,,,OUT,,Not Subject to the Program,
0132,038,457 GREEN ST,X,03/14/14,05/06/14,,,OUT,,Not Subject to the Program,
0132,053,1245 KEARNY ST,X,08/10/14,01/06/15,,,OUT,,Not Subject to the Program,
0132,014,15 SAN ANTONIO PL,,08/15/14,08/15/14,,,IN,3,Screening Form Accepted,
0132,043,435 GREEN ST,X,08/21/14,08/21/14,,,IN,3,Screening Form Accepted,
0132,044,423 GREEN ST,X,07/25/14,07/25/14,,,IN,3,Screening Form Accepted,
0132,021,552 VALLEJO ST,X,09/08/14,09/08/14,,,IN,3,Screening Form Accepted,
0132,033,475 GREEN ST,X,11/24/14,11/24/14,,,IN,3,Screening Form Accepted,
0132,029,1336 GRANT AV,X,08/07/14,08/07/14,,,IN,4,Screening Form Accepted,
0132,051,1350 GRANT AV,X,06/27/14,06/27/14,,,IN,4,Screening Form Accepted,
0132,004,1217A KEARNY ST,X,05/21/14,05/21/14,03/25/15,07/30/15,OUT,,Screening Form and Optional Evaluation Form Approved,
0133,042,480 VALLEJO ST,X,04/17/14,04/17/14,,,IN,3,"Work Complete, CFC Issued",
0133,005,1141 MONTGOMERY ST,X,03/04/14,03/04/14,,,IN,2,"Work Complete, CFC Issued",
0133,043,345 GREEN ST,X,04/29/14,04/29/14,,,IN,3,Permit Issued,
0133,040A,325 GREEN ST,X,01/08/14,01/08/14,,,IN,3,Permit Issued,
0133,015,434 VALLEJO ST,X,04/28/14,05/06/14,,,OUT,,Not Subject to the Program,
0133,017,444 VALLEJO ST,X,10/29/14,10/30/14,,,OUT,,Not Subject to the Program,
0133,057,400 VALLEJO ST,X,08/14/14,08/14/14,,,IN,3,Screening Form Accepted,
0133,029,383 GREEN ST,X,08/04/14,08/04/14,,,IN,3,Screening Form Accepted,
0133,038,359 GREEN ST,X,05/14/14,05/14/14,,,IN,3,Screening Form Accepted,
0133,065,420 VALLEJO ST,,07/23/14,07/23/14,,,IN,3,Screening Form Accepted,
0133,036,369 GREEN ST,X,08/25/14,08/25/14,,,IN,3,Screening Form Accepted,
0133,006,1137 MONTGOMERY ST,X,01/29/14,01/29/14,,,IN,3,Screening Form Accepted,
0133,026,1244 KEARNY ST,X,05/19/14,05/19/14,,,IN,3,Screening Form Accepted,
0134,024,1142 MONTGOMERY ST,,10/20/14,10/20/14,,,IN,3,Permit Issued,
0134,009,372 VALLEJO ST,X,09/04/14,09/04/14,06/05/15,06/11/15,OUT,,Screening Form and Optional Evaluation Form Approved,
0134,027,267 GREEN ST,X,01/31/14,01/31/14,,,IN,2,Screening Form Accepted,
0134,026,1158 MONTGOMERY ST,X,06/03/14,06/03/14,,,IN,3,Screening Form Accepted,
0134,003,334 VALLEJO ST,X,05/13/14,05/13/14,,,IN,3,Screening Form Accepted,
0134,016,384 VALLEJO ST,X,12/12/14,12/12/14,,,IN,3,Screening Form Accepted,
0134,021,1134 MONTGOMERY ST,X,08/29/14,08/29/14,,,IN,3,Screening Form Accepted,
0143,012A,1042 MONTGOMERY ST,X,08/14/14,08/14/14,,,IN,3,Permit Filed,
0143,015,1090 MONTGOMERY ST,X,04/25/14,04/25/14,,,IN,4,Permit Filed,
0143,034,335 VALLEJO ST,X,02/24/14,02/24/14,,,IN,3,Screening Form Accepted,
0144,009,426 BROADWAY *,X,07/30/14,07/30/14,,,IN,4,Permit Issued,
0144,011,438 BROADWAY *,X,09/15/14,09/15/14,,,IN,1,Permit Filed,
0144,024,1142 KEARNY ST,X,08/08/14,08/08/14,,,IN,3,Permit Issued,
0144,025,1154 KEARNY ST,X,05/19/14,05/19/14,,,IN,3,Permit Filed,
0144,034,455 VALLEJO ST,X,11/12/13,11/13/13,,,OUT,,Not Subject to the Program,
0144,022,1120 KEARNY ST,X,11/12/13,11/13/13,,,OUT,,Not Subject to the Program,
0144,023,1136 KEARNY ST,X,08/07/14,08/28/14,,,OUT,,Not Subject to the Program,
0144,007,400 BROADWAY *,X,10/18/13,10/18/13,,,IN,4,Screening Form Accepted,
0144,027,471 VALLEJO ST,X,09/12/14,09/12/14,,,IN,3,Screening Form Accepted,
0145,004,1135 KEARNY ST,X,05/14/14,05/14/14,,,IN,3,Permit Filed,
0145,030,1232 GRANT AV,X,09/15/14,10/02/14,,,OUT,,Not Subject to the Program,
0145,039,529 VALLEJO ST,,06/22/14,06/11/15,,,OUT, ,Not Subject to the Program,
0145,042,517 VALLEJO ST,X,03/03/14,03/03/14,,,IN,3,Permit Filed,
0145,017,67 FRESNO ST,X,07/31/14,07/31/14,,,IN,3,Screening Form Accepted,
0145,043,511 VALLEJO ST,,09/13/14,09/13/14,,,IN,3,Screening Form Accepted,
0145,015,1226 GRANT AV,X,04/02/14,04/02/14,,,IN,4,Screening Form Accepted,
0145,023,20 ROMOLO PL,X,04/22/14,04/22/14,,,IN,3,Screening Form Accepted,
0145,016,75 FRESNO ST,X,06/20/14,06/20/14,,,IN,3,Screening Form Accepted,
0145,002,1151 KEARNY ST,X,08/18/14,08/18/14,,,IN,3,Screening Form Accepted,
0145,011,550 BROADWAY *,X,09/13/14,09/13/14,,,IN,4,Screening Form Accepted,
0145,022,15 ROMOLO PL,X,09/13/14,09/13/14,,,IN,4,Screening Form Accepted,
0145,012,556 BROADWAY *,X,08/19/14,08/19/14,,,IN,4,Screening Form Accepted,
0145,005,1127 KEARNY ST,X,05/08/14,05/08/14,,,IN,3,Screening Form Accepted,
0145,010,534 BROADWAY *,X,08/07/14,08/07/14,,,IN,4,Screening Form Accepted,
0146,008,670 BROADWAY *,X,10/29/14,10/29/14,,,IN,4,Permit Issued,
0146,026,353 COLUMBUS AV,X,04/14/14,04/25/14,,,OUT,,Not Subject to the Program,
0146,027,331 COLUMBUS AV,X,09/14/14,10/16/14,,,OUT,,Not Subject to the Program,
0146,025,2 KENNETH REXROTH PL,X,04/14/14,04/25/14,,,OUT,,Not Subject to the Program,
0146,015,1334 STOCKTON ST,X,10/27/14,10/27/14,,,IN,4,Screening Form Accepted,
0146,002,301 COLUMBUS AV,X,02/10/15,02/10/15,,,IN,4,Screening Form Accepted,
0146,005,636 BROADWAY *,X,10/16/14,10/16/14,,,IN,4,Screening Form Accepted,
0146,016,1350 STOCKTON ST,X,05/16/14,05/16/14,,,IN,4,Screening Form Accepted,
0146,012,1316 STOCKTON ST,X,08/21/14,08/21/14,,,IN,4,Screening Form Accepted,
0146,011,1300 STOCKTON ST,X,07/25/14,07/25/14,,,IN,4,Screening Form Accepted,
0146,001,1249 GRANT AV,X,07/28/14,07/28/14,,,IN,4,Screening Form Accepted,
0147,008A,728 BROADWAY *,X,06/04/14,06/04/14,,,IN,4,Permit Issued,
0147,014,1416 POWELL ST,X,06/26/14,06/26/14,,,IN,4,Permit Filed,
0147,009,744 BROADWAY *,X,02/11/14,02/18/14,,,OUT,,Not Subject to the Program,
0147,008B,734 BROADWAY *,X,07/21/14,07/25/14,,,OUT,,Not Subject to the Program,
0147,002,1343 STOCKTON ST,X,08/03/14,08/07/14,,,OUT,,Not Subject to the Program,
0147,003,1325 STOCKTON ST,X,09/12/14,09/22/14,,,OUT,,Not Subject to the Program,
0147,015A,1466 POWELL ST,X,05/13/14,06/01/14,,,OUT,,Not Subject to the Program,
0147,004,1319 STOCKTON ST,X,09/14/14,09/14/14,,,IN,2,Screening Form Accepted,
0147,001,1355 STOCKTON ST,X,10/18/13,10/18/13,,,IN,4,Screening Form Accepted,
0147,005,1301 STOCKTON ST,X,11/14/13,11/14/13,,,IN,4,Screening Form Accepted,
0147,011,754 BROADWAY *,X,07/30/14,07/30/14,,,IN,2,Screening Form Accepted,
0148,022,859 VALLEJO ST,X,06/16/14,06/16/14,,,IN,4,Permit Issued,
0148,031,1443 POWELL ST,X,10/29/13,10/29/13,,,IN,4,Screening Form Accepted,
0148,010,870 BROADWAY *,X,08/19/14,08/19/14,,,IN,3,Screening Form Accepted,
0148,028,1463 POWELL ST,X,09/14/14,09/14/14,,,IN,4,Screening Form Accepted,
0148,027,821 VALLEJO ST,X,07/31/14,07/31/14,,,IN,3,Screening Form Accepted,
0149,019,1616 TAYLOR ST,X,06/12/14,06/12/14,,,IN,3,"Work Complete, CFC Issued",
0149,032,1652 TAYLOR ST,X,08/22/14,08/28/14,,,OUT,,Not Subject to the Program,
0149,012,940 BROADWAY *,X,06/11/14,06/17/14,,,OUT,,Not Subject to the Program,
0149,094,1632 TAYLOR ST,X,04/29/14,04/29/14,,,IN,3,Screening Form Accepted,
0149,001,901 VALLEJO ST,X,09/15/14,09/15/14,,,IN,3,Screening Form Accepted,
0149,021,1644 TAYLOR ST,X,08/25/14,08/25/14,,,IN,2,Screening Form Accepted,
0150,047,1700 JONES ST,X,09/22/14,09/22/14,,,IN,2,Screening Form Accepted,
0150,035,1 FLORENCE ST,X,08/20/14,08/20/14,,,IN,3,Screening Form Accepted,
0150,011,1728 JONES ST,X,06/13/14,06/13/14,,,IN,3,Screening Form Accepted,
0151,025,1196 BROADWAY *,X,08/20/14,08/20/14,,,IN,3,Permit Filed,
0152,015,1260 BROADWAY *,X,01/31/14,01/31/14,,,IN,2,Permit Issued,
0152,022,1718 HYDE ST,,08/05/14,08/05/14,,,IN,3,Permit Issued,
0152,027,1760 HYDE ST,X,09/06/14,09/10/14,,,OUT,,Not Subject to the Program,
0152,026,1748 HYDE ST,X,08/18/14,08/18/14,,,IN,3,Screening Form Accepted,
0152,023,1730 HYDE ST,X,09/09/14,09/09/14,,,IN,3,Screening Form Accepted,
0152,007,1717 LEAVENWORTH ST,X,07/29/14,07/29/14,,,IN,3,Screening Form Accepted,
0153,014,1324 BROADWAY *,X,06/24/14,06/24/14,,,IN,3,"Work Complete, CFC Issued",
0153,006,1735 HYDE ST,X,09/15/14,09/15/14,,,IN,3,Screening Form Accepted,
0153,011,1705 HYDE ST,X,09/10/14,09/10/14,,,IN,3,Screening Form Accepted,
0153,001,1767 HYDE ST,X,08/18/14,08/18/14,,,IN,3,Screening Form Accepted,
0153,007,1725 HYDE ST,X,06/18/14,06/18/14,,,IN,3,Screening Form Accepted,
0153,021,1390 BROADWAY *,X,07/18/14,07/29/14,07/18/14,07/29/14,OUT,,Screening Form and Optional Evaluation Form Approved,
0154,014,1444 PACIFIC AV,X,01/21/14,01/21/14,,,IN,4,Permit Issued,
0154,003,1645 HYDE ST,X,09/14/14,09/14/14,,,IN,3,Permit Issued,
0154,004,1637 HYDE ST,X,07/21/14,07/21/14,,,IN,3,Screening Form Accepted,
0154,012,1430 PACIFIC AV,X,09/13/14,09/13/14,,,IN,3,Screening Form Accepted,
0154,007,1400 PACIFIC AV,X,09/15/14,09/15/14,,,IN,4,Screening Form Accepted,
0154,008,1406 PACIFIC AV,X,09/07/14,09/07/14,,,IN,4,Screening Form Accepted,
0154,021,1492 PACIFIC AVE,X,03/21/14,03/21/14,,,IN,2,Screening Form Accepted,
0155,010,1308 PACIFIC AV,X,05/16/14,05/16/14,,,IN,3,"Work Complete, CFC Issued",
0155,014,1324 PACIFIC AV,X,05/12/14,05/12/14,,,IN,3,Permit Issued,
0155,037,1642 HYDE ST,X,02/03/14,02/03/14,,,IN,3,Permit Issued,
0155,008,1625 LEAVENWORTH ST,X,05/19/14,05/27/14,,,OUT,,Not Subject to the Program,
0155,002,1661 LEAVENWORTH ST,X,03/17/14,03/17/14,,,IN,3,Screening Form Accepted,
0155,043,1245 BROADWAY *,X,09/08/14,09/08/14,,,IN,3,Screening Form Accepted,
0155,044,1243 BROADWAY ST,,07/23/14,07/23/14,,,IN,3,Screening Form Accepted,
0156,023,1620 LEAVENWORTH ST,X,06/05/14,06/05/14,,,IN,3,Permit Issued,
0156,022,1610 LEAVENWORTH ST,,,,,,IN,3,Permit Issued,
0156,001,1655 JONES ST,X,09/15/14,09/15/14,,,IN,3,Screening Form Accepted,
0156,044,1656 LEAVENWORTH ST,X,01/31/14,01/31/14,,,IN,3,Screening Form Accepted,
0156,055,1125 BROADWAY *,X,10/20/14,10/20/14,,,IN,2,Screening Form Accepted,
0156,003,1635 JONES ST,X,06/23/14,06/23/14,,,IN,2,Screening Form Accepted,
0156,006,1615 JONES ST,X,09/08/14,09/08/14,,,IN,3,Screening Form Accepted,
0156,054,1139 BROADWAY *,X,02/18/14,02/18/14,,,IN,3,Screening Form Accepted,
0157,004,1529 TAYLOR ST,X,06/10/14,06/10/14,,,IN,3,"Work Complete, CFC Issued",
0157,002,1545 TAYLOR ST,X,11/18/13,11/18/13,,,IN,3,Permit Issued,
0157,006,1513 TAYLOR ST,X,09/17/14,09/17/14,,,IN,3,Screening Form Accepted,
0157,023,1118 PACIFIC AV,X,04/03/14,04/03/14,,,IN,3,Screening Form Accepted,
0158,003,1445 MASON ST,X,10/16/14,10/16/14,,,IN,3,Permit Filed,
0158,017,1 HIMMELMANN PL,X,11/01/13,11/01/13,,,OUT,,Not Subject to the Program,
0158,009,1401 MASON ST,X,07/09/14,07/09/14,,,IN,4,Permit Filed,
0158,025A,1556 TAYLOR ST,,07/24/14,07/24/14,,,IN,3,Screening Form Accepted,
0158,013,1046 PACIFIC AV,X,06/05/14,06/05/14,,,IN,3,Screening Form Accepted,
0158,038,26 SALMON ST,X,06/03/14,06/03/14,,,IN,3,Screening Form Accepted,
0158,024,1534 TAYLOR ST,X,11/01/13,11/01/13,,,IN,3,Screening Form Accepted,
0158,021,1508 TAYLOR ST,X,05/19/14,05/19/14,,,IN,3,Screening Form Accepted,
0158,041,54 SALMON ST,X,11/22/13,11/22/13,,,IN,3,Screening Form Accepted,
0158,026,999 BROADWAY *,X,07/31/14,07/31/14,,,IN,3,Screening Form Accepted,
0159,019,1446 MASON ST,X,06/23/14,08/24/15,,,OUT,,Not Subject to the Program,
0159,037,835 BROADWAY *,X,10/22/13,10/22/13,,,IN,4,Screening Form Accepted,
0159,001,1351 POWELL ST,X,01/29/14,01/29/14,,,IN,4,Screening Form Accepted,
0159,040,30 WAYNE PL,X,08/27/14,08/27/14,,,IN,3,Screening Form Accepted,
0159,008,916 PACIFIC AV,X,07/10/14,07/10/14,,,IN,4,Screening Form Accepted,
0159,050,875 BROADWAY *,X,02/21/14,02/21/14,,,IN,3,Screening Form Accepted,
0159,010,930 PACIFIC AV,X,08/19/14,08/19/14,,,IN,3,Screening Form Accepted,
0160,005,1201 STOCKTON ST,X,04/08/14,04/17/14,,,OUT,,Not Subject to the Program,
0160,032,777 BROADWAY *,X,,,,,OUT,,Not Subject to the Program,
0160,001,1265 STOCKTON ST,X,07/22/14,07/25/14,,,OUT,,Not Subject to the Program,
0160,012,1300 POWELL ST,X,07/28/14,07/28/14,,,IN,4,Screening Form Accepted,
0160,017,1350 POWELL ST,X,05/16/14,05/16/14,,,IN,4,Screening Form Accepted,
0161,013,750 PACIFIC AV,X,09/08/14,10/27/14,,,OUT,,Not Subject to the Program,
0161,035,637 BROADWAY *,X,,,,,OUT,,Not Subject to the Program,
0161,001,1145 GRANT AV,X,08/29/14,09/02/14,,,OUT,,Not Subject to the Program,
0161,007,714A PACIFIC AV,X,08/18/14,08/21/14,,,OUT,,Not Subject to the Program,
0161,018,1200 STOCKTON ST,X,12/14/13,01/27/14,,,OUT,,Not Subject to the Program,
0161,029,1248 STOCKTON ST,X,08/26/14,08/28/14,,,OUT, ,Not Subject to the Program,
0161,003,1123 GRANT AV,X,01/10/14,01/14/14,,,OUT,,Not Subject to the Program,
0161,031,673 BROADWAY *,X,07/08/14,07/25/14,,,OUT,,Not Subject to the Program,
0162,006,628 PACIFIC AV,X,09/12/14,10/02/14,,,OUT,,Not Subject to the Program,
0162,024,527 BROADWAY *,X,05/19/14,05/19/14,,,OUT,,Not Subject to the Program,
0162,025,515 BROADWAY *,X,,,,,OUT,,Not Subject to the Program,
0162,013,1134 GRANT AV,X,08/26/14,08/28/14,,,OUT,,Not Subject to the Program,
0162,005,217 COLUMBUS AV,X,04/30/14,05/06/14,,,OUT,,Not Subject to the Program,
0162,008,638 PACIFIC AV,X,12/05/13,12/06/13,,,OUT,,Not Subject to the Program,
0163,001,401 BROADWAY *,X,,,,,OUT,,Not Subject to the Program,
0163,026,447 BROADWAY *,X,06/30/14,07/07/14,,,OUT,,Not Subject to the Program,
0164,018,371 BROADWAY *,X,07/17/14,07/29/14,,,OUT,,Not Subject to the Program,
0164,011A,920 MONTGOMERY ST,X,10/08/14,10/16/14,,,OUT,,Not Subject to the Program,
0164,014,381 BROADWAY *,X,03/10/14,03/18/14,,,OUT,,Not Subject to the Program,
0165,010,838 SANSOME ST,X,09/24/13,09/30/13,,,OUT,,Not Subject to the Program,
0166,005,298 PACIFIC AV,X,09/08/14,09/10/14,,,OUT,,Not Subject to the Program,
0176,010,104 COLUMBUS AV,X,10/16/13,10/16/13,,,OUT,,Not Subject to the Program,
0177,007,640 JACKSON ST,X,04/08/14,04/17/14,,,OUT,,Not Subject to the Program,
0177,012,1000 GRANT AV,X,08/18/14,08/21/14,,,OUT,,Not Subject to the Program,
0177,008,650 JACKSON ST,X,10/22/13,11/01/13,,,OUT,,Not Subject to the Program,
0177,003,604 JACKSON ST,X,09/05/14,10/02/14,,,OUT,,Not Subject to the Program,
0177,001,153 COLUMBUS AV,X,09/07/14,09/10/14,,,OUT,,Not Subject to the Program,
0177,002,602 JACKSON ST,X,08/18/14,08/21/14,,,OUT,,Not Subject to the Program,
0178,011,1100 STOCKTON ST,X,08/18/14,08/21/14,,,OUT,,Not Subject to the Program,
0178,007,740 JACKSON ST,X,07/17/14,07/25/14,,,OUT,,Not Subject to the Program,
0178,002,1019 GRANT AV,X,09/06/14,09/10/14,,,OUT,,Not Subject to the Program,
0178,004,716 JACKSON ST,X,05/06/14,05/06/14,,,OUT,,Not Subject to the Program,
0178,006,730 JACKSON ST,X,07/21/14,08/07/14,,,OUT,,Not Subject to the Program,
0178,003,1001 GRANT AV,X,11/17/13,12/04/13,,,OUT,,Not Subject to the Program,
0179,030,125 TRENTON ST,,08/02/14,08/14/14,,,OUT,,Not Subject to the Program,
0179,042,1135 STOCKTON ST,X,09/26/13,09/30/13,,,OUT,,Not Subject to the Program,
0179,018,1220 POWELL ST,X,08/14/14,08/19/14,,,OUT,,Not Subject to the Program,
0179,041,1141 STOCKTON ST,X,,,,,OUT,,Not Subject to the Program,
0179,015,20 ADELE CT,X,05/19/14,05/19/14,,,OUT,,Not Subject to the Program,
0179,012,826 JACKSON ST,X,08/18/14,08/18/14,,,OUT,,Not Subject to the Program,
0179,013,840 JACKSON ST,X,09/15/14,10/02/14,,,OUT,,Not Subject to the Program,
0179,014,848 JACKSON ST,X,04/14/14,04/25/14,,,OUT,,Not Subject to the Program,
0180,011,940 JACKSON ST,X,08/27/14,08/27/14,,,IN,3,"Work Complete, CFC Issued",
0180,018,1300 MASON ST,X,01/28/14,02/07/14,,,OUT,,Not Subject to the Program,
0180,042,1330 MASON ST,X,08/13/14,08/13/14,,,IN,3,Screening Form Accepted,
0180,043,1342 MASON ST,X,09/06/14,09/06/14,,,IN,3,Screening Form Accepted,
0180,027,37 JOHN ST,X,04/28/14,04/28/14,,,IN,3,Screening Form Accepted,
0180,007,912 JACKSON ST,X,12/19/14,12/19/14,,,IN,4,Screening Form Accepted,
0180,006,1201 POWELL ST,X,09/15/14,09/15/14,,,IN,4,Screening Form Accepted,
0180,045,977 PACIFIC AV,X,08/01/14,08/01/14,08/01/14,08/06/14,OUT,,Screening Form and Optional Evaluation Form Approved,
0181,022,1098 JACKSON ST,X,11/12/13,11/12/13,,,IN,4,"Work Complete, CFC Issued",
0181,003,1355 MASON ST,X,09/13/14,08/27/15,,,IN,4,   Subject to the Program,
0181,021,1090 JACKSON ST,X,05/23/14,07/22/15,,,OUT,,Not Subject to the Program,
0181,028,1454 TAYLOR ST,X,09/05/14,09/05/14,,,IN,3,Permit Filed,
0181,004,1351 MASON ST,X,09/05/14,09/05/14,,,IN,3,Screening Form Accepted,
0181,033,1053 PACIFIC AV,X,08/12/14,08/12/14,,,IN,3,Screening Form Accepted,
0181,005,1325 MASON ST,X,08/18/14,08/18/14,,,IN,3,Screening Form Accepted,
0181,029,1464 TAYLOR ST,X,08/20/14,08/20/14,,,IN,4,Screening Form Accepted,
0181,049,1426 TAYLOR ST,X,04/15/14,04/15/14,,,IN,3,Screening Form Accepted,
0181,005A,1319 MASON ST,X,07/14/14,07/14/14,,,IN,4,Screening Form Accepted,
0182,010,1142 JACKSON ST,X,07/07/14,07/07/14,,,IN,3,"Work Complete, CFC Issued",
0182,014,1180 JACKSON ST,X,06/13/14,06/13/14,,,IN,3,Permit Issued,
0182,019,1530 JONES ST,X,05/19/14,05/19/14,,,IN,3,Permit Issued,
0182,022,1175 PACIFIC AVE,,08/06/14,08/07/14,,,OUT, ,Not Subject to the Program,
0182,021,1540 JONES ST,X,01/30/14,02/07/14,,,OUT,,Not Subject to the Program,
0182,002,1451 TAYLOR ST,X,11/07/14,11/07/14,,,IN,3,Screening Form Accepted,
0182,009,1134 JACKSON ST,X,09/11/14,09/11/14,,,IN,3,Screening Form Accepted,
0182,015,1184 JACKSON ST,X,08/12/14,08/12/14,,,IN,3,Screening Form Accepted,
0182,011,1152 JACKSON ST,X,09/15/14,09/15/14,,,IN,3,Screening Form Accepted,
0182,008,1120 JACKSON ST,X,09/12/14,09/12/14,,,IN,2,Screening Form Accepted,
